id	document	label
1001294	slaughter high is intrinsically your emblematic 80s slasher flick. a prank goes out of hand leaving a geeky guy horribly burnt. a few years later the geeky guy returns and starts killing the people wh	0
1001295	this movie was sheer, slow, plodding torture. not being a fan of slasher films, and preferring classic horror, i may not be the best judge. slasher fans may enjoy this as an early entry into the slash	0
1001296	the first noticeable problem about this awkwardly titled film is its casting. ann nelson plays the grandma here. three years after this, she would star in airplane! as the woman who hangs herself whil	0
1001297	this movie may be the best ever if you like watching movies and laughing and then subjecting your friends to watch those movies too. if you're anything like me, and you probably are, you'll be laughin	1
1001298	i wish depardieu had been able to finish his book and see it become a dazzling success. at least he'd have wound up with something.the film struck me as pointless, rambling, and very stylish, like som	0
1001299	yet again, madhur bhandarkar takes you on a ride to the wild side. and a remarkable one it is, literally and figuratively.mumbai hi-society -- stars and starlets, glam dolls and witch doctors, busines	1
1001300	the eighth, and thus second-to-last short of the animatrix ones, this is the only one quite like this. this takes two of the main types of filmed entertainment inspirations of the matrix, and combines	1
1001301	my grandmother took me and my sister out to see this movie when it came out in theaters back in 1998, and so we happily bought the tickets, the popcorn and soda, and walked right in to the theater and	0
1001302	i seems in the beginning a interesting film, a spanish thriller in a interesting nowadays madrid, but it isn`t none of that, is actually a film only interesting for future films directors learning abo	0
1001303	the only good thing about this movie is, that i now have a movie on the worst ever list. rest stop being on the end of the spectrum where i can compare all terrible movies to. really, this movie is th	0
1001304	denzel is about the only thing that is right in this movie.maybe once in an early stage this was a better movie. someone decided to cut some action and plot points into the beginning of the movie, giv	0
1001305	don't waste your time on this film. it could have been good, but the ending was one of the lamest i've ever seen. i seriously have to wonder how the people involved with the making of this film could'	0
1001306	a timeless classic, wonderfully acted with perfect location settings, conjuring a marvelous atmospheric movie. a simple story mingled with humor and suspense. i wish that a video was available in brit	1
1001307	visually, this film is interesting. light is literally thrown in a way, together with cinematography and an alluring introduction before the titles, that had my hopes up at the start, but then - a b-m	0
1001308	acclaimed japanese director takashi miike can't seem to get the wheels moving with this torpid thriller, an adaptation of yasushi akimoto's book concerning an evil old woman (and child abuser!) who is	0
1001309	a priest who has abandoned his ministry meets a young man who has just been ordained.this movie is about the cruel dilemma between a life dedicated to god and faith and a life of more earthly pleasure	1
1001310	accepted...let's see. the only reason why i had chosen to see that movie was the hot dog shown in commercials when shrader(sp?) said, ask me about my weiner. after that i had to see that movie and i w	1
1001311	i suppose this movie is not your typical spanish thriller as it is based in a real story that took place abroad. the movie is based in the real story of french man jean-claude romand, and the real cas	1
1001312	admittedly, i first picked up ranma 1/2 when i was around twelve. i was in the library and searched desperately for something good to read. then, i went to the comic/manga section and spotted this boo	1
1001313	i just saw this film on dvd last night, and decided to check out the reviews this morning. it seems that i, robot has polarized the critical viewing community here on imdb (and given rise to a lot of 	0
1001314	having just watched this film again from a 1998 showing off vh-1, i just had to comment.the first time i saw this film on tv, it was about 1981, and i remember taping it off of my mother's betamax. it	1
1001315	simply put, oliver! is one of the greatest musicals of all time. it is filled with memorable songs - food glorious food, oliver!, consider yourself and oom-pah-pah to name just a few - and equally mem	1
1001316	....rather well done, actually--attack the evil villains in their lair, stop a little big horn style ambush, save the day via the waterboys' bugling, works for me. stiff upper british lip and all that	1
1001317	the second attempt by a new york intellectual in less than 10 years to make a swedish film - the first being susan sontag's brother carl (which was made in sweden, with swedish actors, no less!) the r	0
1001318	garlin outdoes himself as writer-director-actor in his indie production about a big guy (garlin) wandering around chicago with an eye for every woman he sees. the laughs keep coming almost every minut	1
1001319	susan swift is an appealing youngster, a flower child transplanted to the 1980's (like a young susan dey), but she doesn't quite have the vocal range for a demanding dramatic lead and she tends to whi	0
1001320	i think purvis starts out to do a gay gone with the wind if so, sorry, tag, it didn't happen. it also didn't happen as a gay sexploitation flick. i guess i'm confused; what are we trying to do here? m	0
1001321	this movie is a lot like the movie hostel, except with *bad* acting and not much suspense. the gore elements are there, but you don't really feel anything for the characters, making the violence not v	0
1001322	definitely the worst movie i have ever seen... can somebody tell me where should have i laughed? there's not a single hint or shadow of an idea. the three leading actors are pestilential, especially t	0
1001323	ok, so this film is well acted. it has good direction but the simple fact is that it undermines what all gay and lesbian people have been fighting for all these years. the straight man deciding to be 	0
1001324	one measurement for the greatness of a movie is, 'if it came on t.v. right now, would you want to sit there and watch it again?' my answer for the grand canyon is as powerful a yes as it would be for 	1
1001325	the beautifully engaging song with the same name as the film won the best song oscar in 1955.love is a many splendored thing.it's the april rose that only grows in the early spring.love is nature's wa	1
1001326	this is one very confusing movie. the film is very hard to follow and the plot just didn't seem to make any sense. the fury of the wolfman was made in spain and i think that when any film is dubbed fr	0
1001327	pixote: a lei do mais fraco deals with what is perhaps the greatest of all brazilian themes: poverty. and along with poverty the other unnatural feelings and actions it brings; prostitution, violence,	1
1001328	i am a huge fan of david lynch. this film, however, was a quite disappointing experience. apart from the ambient background music ?which really sets the mood of the film ?it lacks almost all the quali	0
1001329	kurosawa really blew it on this one. every genius is allowed a failure. the concept is fine but the execution is badly blurred.there is an air of fantasy about this film making it something of an art 	0
1001330	i usually can tolerate twisted movies, but this one is really a sick obsessive self-absorbed movie!firstly, the writer/director is totally a self-absorbed guy full of sick jokes that are not funny at 	0
1001331	i have seen a lot of movies...this is the first one i ever walked out of the theater on. don't even bother renting it. this is about as boring a soap opera as one can see...at least you don't have to 	0
1001332	in many ways dirty work is a predictable l&h short on the surface with the boys going to sweep someone`s chimney . guess what happens next ? that`s right slapstick at its most sucessful ensues .but th	1
1001333	incredibly, vampire assassin is significantly worse than such atrocities as tequila body shots and zombie nation - and those movies are terrible. writer/director/star ron hall is devoid of both charis	0
1001334	essentially a undistinguished b-movie that mysteriously is directed by one of the golden era's major talents, fritz lang. even with the stellar names of lang, walter pidgeon, joan bennett and george s	0
1001335	this movie was a horrible excuse for...a movie. first of all, the casting could have been better; katelyn the main character looked nothing like her tv mom. also, the plot was pathedic. it was extreme	0
1001336	i just saw this early this morning on the fox channel quite by accident (my dog woke me up) - i had seen it years ago and thought i remembered it fairly well. as a kid, i had enjoyed it. but now? as a	0
1001337	jeff garlin's film is filled with heart and laughter. as in curb your enthusiasm, his screen persona is hilarious; but in addition we get to see both warmth and a sense of emotional vulnerability that	1
1001338	it was 1974 and it starred martin sheen.that alone says what to expect of this movie.and it was a movie. according to the movie, slovik had reformed, got a good woman, and didn't want to fight.in real	0
1001339	i don't see why everyone loves this film so much. true, it does have good intentions and meaning, but you cannot compensate for such a poor script. woody allen is a brilliant filmaker, but i'm afraid 	0
1001340	cannot believe a movie that can be made that good in 1987 and is virtually unknown in the west. not to repeat other reviews here. the score is very good and moving. literally it means dawn please neve	1
1001341	pardon my spelling. this is probably the funniest horror movie that ever existed. think evil dead * 1000. the acting is horrible, you can see the makeup line on a certain lady's face. there is a lesbi	0
1001342	i love this movie!!!this beautiful, charming love story drew me in immediately with its lovable characters and heart-warming romance. i became so attached to the characters throughout the film that i 	1
1001343	*can anybody tell me where is the comedy ??!! *(charlie sheen) is a very weak comedian, (thomas haden church) is looking so feeble (with him !), and the whole thing is so thickheaded ! *they tried to 	0
1001344	i watched this movie purely for the setting. it was filmed in an old hotel that a friend owns shares of. the plot was predictable, the acting was mediorcre at best, the scares were all gross-outs, not	0
1001345	ok so i hear about this new justin timberlake movie coming out which features some pretty big names. i mean great actors like, the freeman aka morgan freeman, an asset to hollywood, however completely	0
1001346	i wonder how much this movie actually has got to do with the 1984 movie bachelor party, starring tom hanks. is this movie even an official sequel? this movie is lacking in every department and you're 	0
1001347	if you don't like italian horror, you won't like this film. on that note...overall... it was a terrible experience... many things happened. vanessa redgrave was scheduled to be in the film, and she pu	1
1001348	well after three times through i still have no idea what this movie is about because, quite honestly, it failed to generate any real interest or concern. but here it goes: a bunch of too old to be tee	0
1001349	ice age is one of the cartoon movies ever produced by blue sky studios and released in 2002 as the company's first. we are introduced to the main characters: a squirrel named scrat (voiced by chris we	1
1001350	ken harrison, a young sculptor in his early thirties, is seriously injured in a road accident. end of story.end of story, that is, in the sense of end of any physical action. not in the sense of end o	0
1001351	i saw this recently and i must say, i was moved by the factual basis of the story. however, holly as a movie did not quite work. i am however, looking forward to watching the documentary which the pro	0
1001352	let me just start out by saying that tourist trap is a better movie then 99.9% of the horror films that have come out of hollywood lately. if you don't believe me see darkness falls or they. and it is	1
1001353	this movie has everything you want from an action movie. explosions,shootouts,bad guys and worse guys. it is fun to see james belushi using his humor to get out of the trouble he has gotten himself in	1
1001354	if you're a north american 'tourist' looking for a 'trap' here it is. was this trading spaces visits tuscany? there were way too many stereotypes. little attention was given to character and plot deve	0
1001355	skeleton man was okay for the first 5 minutes but as soon as the so-called special force agents hit the screen, it went down hill faster than a fat kid on a sled.the opening makes us think we might ha	0
1001356	now, i haven't read the original short story to know all the literary points that went wrong here, so i'm not going to go down that path here.but i have some time ago learnt that stephen king movies s	0
1001357	the japanese have always had incredible ambitions in their fantasy movies. they have always been ready to destroy cities by huge plastic monsters coming from outer space and elsewhere. the problem is 	0
1001358	an intriguingly bold film weaves the seemingly effortless camerawork with some superb casting and an explosive soundtrack to plot the damaging effects of the crime and corruption of the santiago under	1
1001359	you don't have to be a notre dame football fan to enjoy this, because i am not....but, as a football fan in general, this was fun to watch. it almost makes me a fighting irish devotee. if you can't ge	1
1001360	just finished with zombie bloodbath part one on the amazing zombie bloodbath trilogy dvd from camp motion pictures. zombie bloodbath 2: rage of the undead is next. now this one left me a bit puzzled d	1
1001361	ok, i am not a professional movie critic but come on...a true story!!!!they are tunneling under another store to get underneath the bank and stumble across a tomb. at tomb with a passageway which goes	0
1001362	yet another forgettable warners foreign intrigue thriller, this is rendered even less enjoyable by the irritating presence of lauren bacall, who, without humphrey bogart's tender attentions to humaniz	0
1001363	hey now, i can't claim to have seen all of the films of jesse (jesus) franco, and there sure seem to be a lot of them, but this is one of the better (and weirder) of the lot that i have seen. i'd say 	1
1001364	downhill racer is essentially, a movie to see only for the terrific skiing sequences. although there is a story here, robert redford's character, a skier trying to make the u.s. olympic team, is so bl	0
1001365	i could not believe the low 5.6 rating on imdb about johnny dangerously at the moment i wrote this review and i thought i had to do something to promote that memorable piece of comedy as much as i can	1
1001366	after seeing this film, i did not want my money back. i wanted my time back. i wanted that hour and a half back in my life - it was the most amazing, hideous torture to know that i had squandered prec	0
1001367	of course, all this nonsense begs the question 'does a genre as self-referential as the teen comedy really need another parody movie?' the woeful 'scary movie' (i and ii) took the formula about as far	0
1001368	hi everyone my names larissa i'm 13 years old when i was about 4 years old i watch curly sue and it knocked my socks of i have been watching that movie for a long time in fact about 30 minutes ago i j	1
1001369	this might not have been as horribly bad as it was if not for the absolutely awful acting job done by raymond wallace! this guy is so bad it wasn't even funny! his character was needed in the film, bu	0
1001370	the movie is powerful as a political statement about extraordinary rendition, torture and the politics of the war on terror. others have already commented on these and other aspects of the movie. my r	0
1001371	i absolutely love this film and have seen it many times. i taped it in about 1987 when it was shown on channel four but my tape is severely worn now and i would love a new copy of it.i have e-mailed f	1
1001372	director/screenwriter allan burns seems to have patched two different scripts together before coming up with this minor outing: a comedy about infidelity and a melodrama about loss and sabotage. it re	0
1001373	one of the best parts of sundance is seeing movies that you would otherwise almost certainly miss. unless you're a real art-house devotee, you probably don't catch many documentaries. only a handful g	1
1001374	jean claude van damme's movie career seems to have gone to hell in a handcart so how ironic to see him playing a character who meets the same fate in a literal manner at the very start of the movie ! 	0
1001375	the clouded yellow is a compact psychological thriller with interesting characterizations. barry jones and kenneth more are both terrific in supporting roles in characters that both have more to them 	1
1001376	nice combination of the giant monster and samurai genres. the giant monster majin, god of the mountain, is an aloof and forbidding figure that comes across very much like the old-testament god, rainin	1
1001377	anyone who actually had the ability to sit through this movie and walk away feeling like it was a good film does not appreciate quality movies. this movie was an insult to watch, the direction was hig	0
1001378	this has to be one of the all time greatest horror movies. charles band made the best movie of 96' in this little seen gem. highly realistic and , incredibly stylised- with a visual flair david finche	0
1001379	i suppose it's nice and trendy to see wonderful things in the absolute emptiness of a film like this. with the sometimes pointless excesses of many hollywood films, we can relax and enjoy a scene devo	0
1001380	i mean really, really, really high and this movie has a shot at entertainment. i don't mean regular high, i mean the high where reading the phonebook would have you in stitches. otherwise save the tim	0
1001381	i wouldn't say this is a bad movie; in fact it's pretty typical of the type of film that the poverty row studios were releasing at the time. filmed for monogram, bela lugosi is very effective in his r	1
1001382	this film is one of those nostalgia things with me and i never really expect anyone else to get it but am pleased when i recommend it and somebody does enjoy it. my late father hated arthur askey but 	1
1001383	this film had all the ingredients of a good adventure movie, but it revealed incompetence at almost every level.the presence of roger moore in the cast list is usually a sign that the movie is not goi	0
1001384	i have to admit to enjoying bad movies. i love them i watch all of them. horror especially. my friends and i all gather after a hard week at school and work, rent some crazy tapes, order a pizza and h	1
1001385	alan rickman & emma thompson give good performances with southern/new orleans accents in this detective flick. it's worth seeing for their scenes- and rickman's scene with hal holbrook. these three ac	0
1001386	michael stearns plays mike, a sexually frustrated individual with an interesting moral attitude towards sexuality. he has no problem ogling naked dancers but when women start having sex with men that'	1
1001387	annie's wig does not look good. she is not cute and pretty enough to play annie. annie sticks out in the movie, as her outfits look like halloween costumes. terrible acting and terrible plots. this mo	0
1001388	danton was a hero and one of the founders of the french revolution of 1789. this movie is set five years later and the revolution has morphed into something ugly. while initially the revolution promis	1
1001389	very shortly: a bad film. if you are looking for pure action and no brain (or brain 'illusion') or you are under 15 years old and like bruce willis this is the movie. also, don't expect the scenario t	0
1001390	watching this film made me wonder, just why was universal putting out films like this? they had a wonderful string of films with all the classic horror films. the dawning of the atomic age brought on 	0
1001391	as we all know a romantic comedy is the genre with the ending already known. the two leads always have to get together. late in the third act i was trying to figure out how this will wrap up and how t	1
1001392	los angeles tv news reporter jennifer (the beautiful barbara bach of the spy who loved me fame) and her two assistants karen (the appealingly spunky karen lamm) and vicki (the pretty lois young, who n	1
1001393	this is one of the silliest movies i have ever had the misfortune to watch! i should have expected it, after seeing the first two, but i keep getting suckered into these types of movies with the idea 	0
1001394	i am amazed at the amount of praise that is heaped on this movie by other commentators. to me it was rather a disappointment, especially the combination of historical facts, fantasy and the main chara	0
1001395	the story takes place in rural germany on the eve of the second world war, a unique setting, with a couple of british agents being held by the germans in a farm house. since they aren't technically at	1
1001396	this is a novelty in danish film. the mood is not unlike that of blinkende lygter, also by anders thomas jensen, but with a novel touch. one difference is fewer characters, leaving much more room for 	1
1001397	if i look hard enough, flaws can be found in this film, primarily with the script. i found the character of wolf not totally convincing. however, those were my only complaints. because when this movie	1
1001398	i quite enjoyed this movie for two reasons. the first is that it gives an insight into the world of loyalism in northern ireland, which is very rarely treated in movies, most of which tell us about th	1
1001399	i believe that this movie was a terrible waste of my time, and i would know after watching it 5 times in class. this movie does not show what absolutely perfectly happened during these times. no one c	0
1001400	i'll put it straight to you, this movie is dead boring. it's about a flood, that's it. blah blah a little about family, blah blah blah politics, blah blah blah boring. blame it all on the weatherman, 	0
1001401	this work is less about steve martin's character davis, than it is about kline (mack) and glover (simon), and kline and mcdonnell (claire), but the dialog inserted via davis is pondering, contemplativ	1
1001402	toplines this ok comedy about an aging father (c. aubrey smith) who decides to gather his grown children from around the world. davies is working as a chorus girl in new york when she gets the news th	1
1001403	this movie is not worth seeing, at least not at a cinema. the story is hard to follow and understand (it starts with 10 minutes of something happening 3 years earlier). it's hard to know if this movie	0
1001404	if you ask me the first one was really better one. look at sarah m. g., she is real, mean, cruel girl, look at amy adams she is just little fool hanging around. she is nothing! people don't adore her!	0
1001405	persuaded by the 7.0 points in imdb, which is pretty good, i decided to watch this movie. however, i found this movie quiet boring (about 2 hours) and full of clich?s, a little girl getting multiple p	0
1001406	this is a piece of s--t!! this looks worse than a made for t.v. movie. and i shutter to think that a sequel was even concieved and the results... war is prettier than this. jean claude van shame has d	0
1001407	this show had a lot of hype but i didn't know about it until the midseason (season 1). someone even recommended the show to me. but i decided that if i was going to watch it, i was going to wait until	0
1001408	yeah, madsen's character - whilst talking to the woman from the tv station - is right: the lapd is a corrupt, violent and racist police. and this movie changes nothing about it. okay, here are the goo	0
1001409	an interesting companion piece to true documentaries of john c. holmes. unfortunately, it doesn't deal with what ultimately killed holmes, and it certainly could have benefited from doing so. burt rey	1
1001410	this is what i call a great movie. it lives trough the fantastic actor skills and a simple but human story. there are real characters which can be funny and dramatic. but the main theme is very cruel,	1
1001411	i have no idea what people are complaining about. i saw this movie yesterday and i really liked it. stone once again delivered a great character. she was just as good as she was in the first basic ins	1
1001412	i have a lot of time for all the columbo films, but this one in particular was extremely well written, and the solution at the end very effective. however, my main memory of this one is the opening of	1
1001413	what the hell is this? its one of the dumbest movies i've seen. i don't understand why people on this site love it so much. its senseless &nudity for no reason. its worst then resident evil. i strongl	0
1001414	this is without a doubt one of the best movies i have ever seen. the first time i saw it i was about 9 or 10 years old. i began looking sometime before the rape scene. and when i saw it i was really s	1
1001415	i first heard of unisol 2 when i drove past a cinema when i was on holiday in america. i really did not take much notice of it until i bought the original on dvd which led me to find out about its thr	0
1001416	this is the first non-zombie subgenre review ive done but this movie is worth doing a review for. dinocroc is a good movie in general but unfortunately it is still an obvious b-movie. the dinocroc its	0
1001417	as a bit of a michael dudikoff fan i sat down to watch one of his good old-fashioned actioners - i'm still waiting.the film is based around a group of us commandos trying to get rid of a bunch of syri	0
1001418	i really tried to like saw. the story was good, and i admire the breakneck pace of the way the film was shot. however, there were too many clich?s and elements that while they may have looked cool, th	0
1001419	i would have to say that this is the first quality romantic-comedy i have ever seen. it had depth and although you knew from the beginning who was going to end up together there was still longing and 	1
1001420	the film notes describe the main role family, as turkish immigrants which living in denmark. however, it is so clear to understand that the fact is, the behavior and the culture point the family is ab	1
1001421	i'm usually not too into a specific show (save for the o.c. & desperate housewives...hey, i am 20!), but, no kidding, after one episode of reunion i was hooked.i can't even say how bummed i was that i	1
1001422	i love bed knobs and broomsticks so much that it makes me cry a thousand tears of joy every time i have the magnificent pleasure of seeing it. i would also like to reiterate the simple fact that i lov	1
1001423	wow, this was a very bad movie... as read in other comments this movie has no plot, no character development, they possibly had some kind of script but it's difficult to tell based on the actual end r	0
1001424	i just checked out northanger abbey from the local library, and wasn't expecting much. imagine my suprise at this gothic treat! northanger abbey is one of the most eerie places that you have ever seen	1
1001425	i enjoyed the innocence of this film and how the characters had to deal with the reality of having a powerful animal in their midst. the gorilla looks just terrific, and the eyes were especially lifel	1
1001426	i sat through almost one episode of this series and just couldn't take anymore. it felt as though i'd watched dozens of episodes already, and then it hit me.....there's nothing new here! i've heard th	0
1001427	reality before reality tv? copy of fast times at ridgemont high? a precursor to say anything that's grittier? i can't decide, but the soundtrack *is* the 80's--blondie, journey, reo speedwagon, devo, 	1
1001428	this was no trainspotting or guy ritchie film. it was a big wannabee. it wanted to be an edgy, nervous-laughter, urban-life affirming film, but it's more of a camera jerky, mess. it's a lot easier to 	0
1001429	this is one of the worst movies i've ever seen. i saw it at the premiere at sxsw and was extremely disappointed. the director knew little about john lennon and even said as much at the premiere. this 	0
1001430	'umi wa miteita' ('the sea is watching') was akira kurasawa's swansong to film: his adaptation of his favored novelist shugoro yamamoto's story into a screenplay he intended to film was his final mark	1
1001431	the author sets out on a journey of discovery of his roots in the southern tobacco industry because he believes that the (completely and deservedly forgotten) movie bright leaf is about an ancestor of	0
1001432	a teenager who seems to have it all commits suicide. it leaves his family and his best friend (keanu reeves) asking a lot of questions...and blaming themselves.good idea, badly handled. for starters t	0
1001433	basically the first two critters movie were already silly ones but in a good and entertaining way. this movie is way more of a b-movie, that is silly but for all of the wrong reasons.this is the first	0
1001434	awful, waste of time. there is no camp or trash value in this one. seen better amateur movies done by 10 to 12 years old kids in movie clubs.how on earth someone can spoil movie about vampires and les	0
1001435	this film, for an after school special, isn't that bad, and that's the problem. nothing happens. you feel as if you're still in class. a guy teaches a bunch of young underdogs how to be good paint bal	0
1001436	i first saw this movie at a saturday matinee when i was very young. i thought it was cool and often thought about it. well i finally resaw it on dvd. it was still very entertaining but in a different 	0
1001437	i sat through this at gencon only because it was quiet and i could nap. what a waste of time. beverly d'angelo and william katt? wtf? were the lady who played flo and abe vigoda busy or something?trul	0
1001438	i wish i could find some good things to say about this animated sequel(but not really a sequel)to atlantis:the lost empirebut this would be a very short comment.the magic that the first one had is now	0
1001439	this is just about in the same league as `the black cat', although i'd give this a 9 rather than a 9+. that's praise indeed for a film that has been so badly underrated that it is amazing!`the invisib	1
1001440	when it comes to movies i can be pretty picky, and i'll complain about anything and everything that is done wrong. while every movie has its flaws, the night listener had an exceptionally low count.if	1
1001441	although this is generally a cheesy jungle-adventure movie, it does have some highlights - the settings are quite beautiful, and the pacing of the adventure is good. you won't be bored watching it.kei	0
1001442	gary busey did a splendid job playing the rock-n-roll legend buddy holly(1936-59). he does have a spitting image to the man. being a garage band in the 50's is sure different from today's. having a gr	1
1001443	the only thing i remember about this movie are two things: first, as a twelve year old, even i thought it stunk. second, it was so bad that when mad magazine did a parody of it, they quit after the fi	0
1001444	this was a strange kind of film about a low-lifes in new york city and centering around a main character (the title name, played by brad pitt) who thinks he''s a ricky nelson-type musician, except he 	0
1001445	i hope the writer, director, editor, and composer (and let's not forget producer) read this... because their work was truly incredible on this movie. let me start by saying that i am in no way affilia	1
1001446	this is an incredibly compelling story, told with great simplicity and grace. the story itself is the object of the film, although the scenery is beautiful. the acting is understated, even superbly so	1
1001447	this collection of eleven short stories in one movie is a great idea, and presents some great segments, but also some disappointing surprises. based on the tragic event of the september 11th 2001 in t	1
1001448	matthau is a widowed hospital doctor enjoying his single status and the footloose and available nurses on the staff whilst colleague and friend richard benjamin looks on with amusement and amazement. 	1
1001449	the female lead was a terrible actress which made the whole movie mediocre. she was smiling too much when she first went in front of the cameras to talk about her daughter. this should have made the p	0
1001450	dead man's bounty (the film's american title) has the look and feel of a classic italian western. the cinematography, costumes, and sets look great. the cast is rugged, not a pretty face among them. a	0
1001451	dark rising is your typical bad, obviously quickly produced horror/sci-fi/fantasy movie. it has a strange, unexplained plot with holes so big you could fit an elephant through them. most of the time i	0
1001452	if the themes of the girl from missouri sound familiar it should. that's because anita loos who wrote the screenplay here also wrote the classic gentlemen prefer blondes. unlike marilyn monroe in that	1
1001453	this short spoof can be found on elite's millennium edition dvd of night of the living dead. good thing to as i would have never went even a tad out of my way to see it.replacing zombies with bread so	0
1001454	so you have the spoiler warning---but i would argue that you cannot spoil what is already rotten. i assume they changed the name to the cavern just in case withins reputation had preceded it.after pay	0
1001455	it really impresses me that it got made. the director/writer/actor must be really charismatic in reality. i can think of no other way itd pass script stage. what i want you to consider is this...while	0
1001456	i have realized that many people have commented on the nature of this show being racist and homophobic, but i don't feel that is what this show is about.the show is about parents who weren't ready for	1
1001457	dark harbor is a moody little excursion into murky emotional waters that run extremely deep. it's basically a 3-character piece, featuring a finely-layered performance by the always-great rickman, wit	1
1001458	i just can't agree with the above comment - there's lots of interesting and indeed amazing filmic imagery in this one, it has an unusual structure and moves well toward a frightening climactic sequenc	1
1001459	the late shift is a great book, i read the book several years ago, and i was transfixed at the cutthroat debauchery that went on when johnny carson retired and jay leno and johnny carson tried to grab	1
1001460	this is a bigger budgeted film than usual for genre director honda (with more evidently elaborate sets) ?though the special effects still have that distinctive cheesiness to them (witness the giant ba	0
1001461	much about love & life can be learned from watching the folks at the shop around the corner.ernst lubitsch had another quiet triumph added to his credit with this lovely film. with sparkling dialogue 	1
1001462	i was really excited about seeing cold mountain. alas, like most movies i'm really excited about seeing, it was a letdown! were it not for that miraculous invention called a dvd, i think i would've pu	0
1001463	i tend to be inclined towards movies about people who choose to cross the barriers of censorship, and express what they really want to express. eric bogosian's character of barry is like howard stern,	1
1001464	in bridgeport, the deranged high school teacher richard fenton (johnathon schaech) is obsessed by the teenager student donna keppel (brittany snow); she witnesses him murder her family to stay with he	0
1001465	rather than move linearly from beginning to end, this story line of a gay couple impacted by aids orbits in time around their perfect day. the film is organized as a life remembered in asynchronous fr	0
1001466	title: robot jox (1990) director: stuart gordon cast: gary graham, anne marie johnson, paul koslo review: stuart gordon who we usually associate with extremely gory horror films such as re-animator, f	0
1001467	pointless short about a bunch of half naked men slapping and punching each other. that's it. for about 5 minutes we see this. it's shot in black and white with tons of half-naked men running around sl	0
1001468	i rented this movie, knowing that it would be bad (i have only seen one good disney sequel and that was toy story 2), but it went far lower than my expectations. i am a die hard disney fan and i just 	0
1001469	'never been kissed' is a real feel good film. if you haven't seen it yet, then rent it out. i am going to buy it when its released because i loved it. drew barrymore is excellent again, she plays her 	1
1001470	director kinka usher stays true to his own credo, play it straight and they will laugh, and with the help of a superb cast has crafted what should become the #1 cult film of all time, `mystery men.' w	1
1001471	owen loves his mamma...only he'd love her better six feet under in this dark, laugh-out-loud comedy that both stars and is directed by danny devito, with admirable assists from billy crystal and anne 	1
1001472	we've seen a story like this before: a wife in marital troubles (played by nastassja kinski) engages in sex with a stranger (william baldwin) and then wants to go back to her life with husband and gir	0
1001473	this has got to be one of the worst films i have ever seen! the cast is an international one - australian-pretending-to-be-british, stage american and a character with an english name sporting an unre	0
1001474	i challenge you to watch this film and deny the above statement. that is, if you can stop looking at her practically flawless face. she also does a bit of fighting and a bit of shooting, but not nearl	0
1001475	just got into viewing program for the first time recently - the 2-hour kidnapping program. don't know why i didn't sooner?? james caan is outstanding and wholly-believable in the role as the chief hon	1
1001476	i totally disagree.i thought that this was a great movie for kids.dawn wells from gilligans island,and promise shown of a barely then known dana plato.it was disneylike and for that it can hardly be d	1
1001477	in this day and age of incredible special movie effects, this one was a sore disappointment. the actors seemed stiff and uninspired, as was the dialogue. westerns are not common fare for hollywood so 	0
1001478	decent enough with some stylish imagery however the tiny budget hampers things.i also get the impression they were trying to shock you with some of the graphic weirdo perv website stuff.if you like an	0
1001479	i can't stand it when people go see a movie when they know they won't like it. my mom likes violent movies, so why did she see it? she rated it just to bring down the rating. so i know that's why it d	1
1001480	if you didn't live in the 90's or didn't listen to rapper ever!! this movie might be ok for you, but any for any fan or any single person who ever listened to rap this movie was boring and there was n	0
1001481	the movie is about two stories: one is a political murder of a call-girl, the other an upper-class political party. the crossing point is the public relation character played by al paccino, as he is t	0
1001482	i bought this out of curiosity. how did john carradine (who died in 1988) and cameron mitchell (who died in 1994) make appearances in a film made in 1995? thanks to the miracle of unused film can foot	0
1001483	if you're coming to this film to learn something about depression, forget it: you won't learn anything except how not to write a screenplay on the subject. i understand the intent was to show how seve	0
1001484	with movies like this you know you are going to get the usual jokes concerning ghosts. eva as a ghost is pretty funny. and the other actors also do a good job. it is the direction and the story that i	0
1001485	above-average film and acting partly spoiled by its completely predictable story line. even the music is chosen so that the words fit the action every time. a scent of pleasantville camp hangs around 	1
1001486	i watched this movie after having so much of trouble in downloading it through rapidshare. and i have to say, it did not deserve it.parinda was so hyped, that i was really looking forward to watch it.	0
1001487	here's a decent mid-70's horror flick about a gate of hell in nyc that just happens to be an old brownstone. seems like there's lots of gates of hell around, but of course this unwitting model happens	1
1001488	conrad hall went out with a bang. the great film photographer finished his illustrious career with this movie before passing on. he did himself proud as this is one of the best-looking crime films you	1
1001489	to be honest, i'm surprised by the positive votes that this film has received. the movie just drags along its 81 minute life span, and the audience has to suffer the whole way through. actually there 	0
1001490	the writers missed so many opportunities and created so many plot holes.example: when dave retrieved his keyboard from the rain, i was eagerly anticipating the funny sounds that were going to come out	0
1001491	i saw this movie last weekend and it is silly and mindless. an ancient curse turns a man into a mummy in his pajamas? the victims are scared senseless and can not run from a slow moving old man. they 	0
1001492	there are so many words i want to use to describe this movie, but can't really do that can i? this movie is a movie to watch if you just want to sit, laugh, cry and then pee. i'm serious. don't watch 	1
1001493	i saw this movie, and the play, and i have to add that this was the most touching story that i had ever seen. until i saw this movie i was unaware of how awful life was and probably still is for the s	1
